race_id,rule_id,fired,followed,capture,outcome,notes
2026_hakodate_nisai_s,R25,1,1,空振り,中立,2歳戦のためR26により全13頭の全キャリアを確認。近5走スキャンの要件は充足
2026_hakodate_nisai_s,R26,1,1,空振り,効いた,芝未経験の10ノリヤンモーニンを減点せず中立×1.00としたため紐に残せて4着。✕6の構造フィルタ消しも13着で正解
2026_kokura_kinen,R15,1,1,方向なし,効いた,☆2頭のうち妙味最上位の①ゼンダンハヤブサが1着
2026_kokura_kinen,R24,1,1,的中,中立,実購入3券種(三連複軸1・軸2・三連単F)すべてに妙味到達馬①⑯⑤⑱を含め統一。当初の違反記録は未購入のワイドを前提とした誤記録で訂正
2026_kokura_kinen,R23,1,1,空振り,中立,三連複を⑨軸と⑰⑥軸に分散も両軸が圏外。従わなくても的中せず
2026_kokura_kinen,R11,1,1,空振り,中立,◎⑨据え置きで6着。▲⑥に変更しても4着で的中せず
2026_kokura_kinen,R14,1,1,方向なし,中立,印据え置きは結果を左右せず
2026_kokura_kinen,R07,1,1,方向なし,中立,⑤エヒトは競走中止
2026_kokura_kinen,R03,1,1,的中,中立,○⑰は2着。頭固定回避の是非は結果に影響せず
2026_kokura_kinen,R04,1,1,方向なし,中立,ペース中立判定は的中も逃げ馬特定を外した
2026_kokura_kinen,R08,1,1,方向なし,中立,シナリオロックは結果を左右せず
2026_kokura_kinen,R09,1,1,方向なし,中立,R<1.5該当0頭
2026_kokura_kinen,R12,1,1,空振り,中立,◎⑨が6着で頭両置きは作用せず
2026_kokura_kinen,R16,1,1,方向なし,中立,点数検算は正確(38点=19+19)
2026_kokura_kinen,R18,1,1,方向なし,中立,根拠1行は付与。R24違反は未購入券を前提とした誤認で実購入ベースでは違反なし
2026_kokura_kinen,R19,1,1,方向なし,中立,ルール変更なし
2026_kokura_kinen,R20,1,1,空振り,中立,展開と印脚質の整合は結果を左右せず
2026_kokura_kinen,R21,1,1,空振り,中立,◎⑨が6着のため作用せず
2026_kokura_kinen,R22,1,1,方向なし,中立,検算一致。結果に影響せず
2026_kokura_kinen,R25,1,1,空振り,中立,⑧サフィラは11着
2026_kokura_kinen,R13,0,,,中立,G3で対象外
2026_kokura_kinen,R01,0,,,,◎⑨据え置きで軸移動なし。単一データ点での翻意なし
2026_kokura_kinen,R02,1,1,的中,中立,名指しの妙味最上位☆①・☆⑯を格下げせず紐(三連複相手・三連単3着)に保全。①は1着も軸化せず三連複が軸総崩れのため保全は結果に直接寄与せず
2026_kokura_kinen,R05,0,,,,想定・実とも良馬場。高速馬場の特別条件に非該当
2026_kokura_kinen,R06,1,1,空振り,中立,◎⑨は予想確定まで段階的翻意なし。軸不動
2026_kokura_kinen,R10,1,1,方向なし,中立,ハンデ戦で斤量を構造フィルタ確認も函館記念型(58kg以上0-0-0)の明確な消し帯は非検出。※predictions.csvに斤量列がなく斤量帯別検証は未実施=データ粒度の穴(V4.5 L2データ面)
2026_kokura_kinen,R17,0,,,,ルール有効性の検証は集計フェーズの対象。振り返り単体では非発火
2026_kokura_kinen,R26,0,,,,古馬戦につき2歳戦ルールは非該当
2026_sekiya_kinen,R03,1,1,的中,中立,◎7は5着で3着内に来ておらず結果に影響なし
2026_sekiya_kinen,R07,1,1,的中,効いた,✕4マテンロウスカイは6着で3着内に入らず。消し判断が維持された
2026_sekiya_kinen,R08,1,1,方向なし,中立,シナリオロックと差し戻しは的中可否に影響せず
2026_sekiya_kinen,R09,1,1,方向なし,中立,R<1.5が0頭で頭固定の制約は発生せず
2026_sekiya_kinen,R11,1,1,空振り,中立,3着紐で保全した8は11着
2026_sekiya_kinen,R12,1,1,空振り,中立,1着3は◎○のいずれでもなく、当時の配分表に的中しうる代替構造がないため逆効果認定はしない
2026_sekiya_kinen,R13,0,,,中立,G3で対象外
2026_sekiya_kinen,R15,1,1,方向なし,中立,印の頭数制約は結果に影響せず
2026_sekiya_kinen,R16,1,1,方向なし,中立,点数検算は正確で予算内。構造そのものの誤りは軸選定側
2026_sekiya_kinen,R18,1,1,方向なし,中立,根拠記載の形式要件
2026_sekiya_kinen,R19,1,1,方向なし,中立,ルール緩和なし
2026_sekiya_kinen,R20,1,1,空振り,中立,印の脚質と本線は整合していたが、逃げ馬の特定自体を誤ったため機能せず
2026_sekiya_kinen,R22,1,1,方向なし,中立,検算不一致0件。点数計算は正しく、誤りは軸選定と脚質分類側
2026_sekiya_kinen,R23,1,1,方向なし,中立,中帯域のため非対象。ただし実態として三連複が◎単一軸依存で捕捉3/3を的中に変換できなかった。仮説12の追加事例・R31の起点
2026_sekiya_kinen,R24,1,1,的中,効いた,☆10を両券種の紐に統一。2着を捕捉できた
2026_sekiya_kinen,R25,1,1,的中,効いた,中位人気の5走精査で8番人気の10クランフォードを☆に拾えた
2026_sekiya_kinen,R28,1,1,空振り,中立,券種構成の維持は守った。BOXは配分表の指定外でV3の正当化可能候補にならず、逆効果認定の裏取りは成立しない
2026_sekiya_kinen,R29,1,1,方向なし,中立,4角1番手が2着・3番手が3着で前は残ったが、1着は4角11番手の上がり最速。的中可否には影響せず
2026_sekiya_kinen,R30,1,1,方向なし,効いた,8の三連複追加を撤回。8は11着で、追加していれば100円の追加損失だった
2026_queen_s,R01,1,1,的中,効いた,軸7ココナッツブラウン(final 89.0)を単一データ点で動かしていない as_of=良 ／ 軸7ココナッツブラウンを最後まで動かさず1着。三連複の軸として的中に直結
2026_queen_s,R03,0,1,,中立,◎7の根拠は洋芝2-3-0-0・当該コース2着・重賞6戦掲示板外なしの複数根拠。単一不確実性依存なし as_of=良 ／ ◎7が1着で頭固定回避の判断は結果に影響せず
2026_queen_s,R04,0,1,,中立,ペーススコア8で中立域(4-6)外につき条文上は非発火。ただし良馬場×単騎逃げ該当のため前残りシナリオBを並列保持 as_of=良 ／ 非発火
2026_queen_s,R07,1,1,的中,中立,消し候補の好走条件を確認済。10はサートゥルナーリア産駒の今開催札幌芝2-1-1-1を確認し☆採用、1はハーツクライ産駒0-0-0-9、8は洋芝好走なしを確認 as_of=良 ／ 消し・格下げ対象の8エラトー13着・1フレミングフープ12着・10フェスティバルヒル14着で全て3着圏外。判断が結果を左右せず
2026_queen_s,R08,1,1,方向なし,効いた,ペーススコア8→パターンA(前崩れ)本線・B(単騎前残り)対抗でロック。#更新2回とも解除せず as_of=良 ／ ペースシナリオを#更新2回とも解除せず印・買い目を維持。実ペースは平均で宣言と不一致だったが買い目を組み替えなかったため三連複が残り的中
2026_queen_s,R09,0,1,,中立,確定オッズでR値算出。最小は9エリカエクスプレスの1.72でR<1.5該当なし。頭固定回避の発動対象なし as_of=良(確定) ／ R<1.5該当なしで発動対象なし
2026_queen_s,R11,1,1,的中,効いた,11コガネノソラを追込移行の単独根拠で0.85へ下げず1.00で止めた。2ケリフレッドアスクの57.0kg[0-0-0-5]と前走斤量2.0kg増[0-0-0-9]は同一事実の別表現で独立根拠2つ不成立につき格下げせず。14ヴーレヴーの良馬場×重での勝ちも単独根拠につき1.20維持 as_of=良(確定) ／ 格下げを回避した11コガネノソラが2着・14ヴーレヴーが3着。三連複の相手6頭にこの2頭が居たことが的中の直接要因
2026_queen_s,R12,1,1,的中,中立,三連単の頭に7と9を両置き。9のR1.72は頭固定慎重帯だが元から1点固定なし as_of=良(確定) ／ 頭に7と9を両置きしたが三連単は2着列の欠落で不的中。頭1点固定でも結果は同じ
2026_queen_s,R13,0,1,,中立,G3のため不適用 as_of=良(確定) ／ G3のため不適用
2026_queen_s,R14,0,1,,中立,予想確定後の個別馬照会は未発生 as_of=良 ／ 照会発生せず
2026_queen_s,R15,1,1,方向なし,中立,妙味閾値5到達が2頭→6頭(10/12/4/1/6)に増加したが☆は上位2頭(10=7.4・12=6.4)に固定。4・1・6は枠外で総数を増やさず as_of=良(確定) ／ ☆枠外とした4リラボニート7着・1フレミングフープ12着・6クリノメイ11着で全て3着圏外
2026_queen_s,R16,1,1,方向なし,中立,三連複15点・三連単F12点を列挙検算し合計2700円=予算3000円内を照合。#更新後も点数変更なし as_of=良(確定) ／ 点数検算に誤りなく結果への寄与なし
2026_queen_s,R18,1,1,方向なし,中立,全発火行に馬名・数値入り根拠を記載 as_of=良 ／ 記載要件の充足のみ
2026_queen_s,R19,1,1,方向なし,中立,暫定ルール(R12/R20/R22/R24/R25/R28/R31)を台帳statusどおり適用。#更新2回を通じて緩和なし as_of=良 ／ 緩和の誘因が生じず結果を左右せず
2026_queen_s,R20,1,1,空振り,中立,前崩れ本線に対し逃げ馬9を○に置く。独立根拠2つ=(1)単独ハナ成功率0.60で単騎宣言可(2)対抗パターンBを明示並列保持 as_of=良 ／ 前崩れ本線に対し○に置いた逃げ馬9エリカエクスプレスは4着。三連複は7軸で的中したため損失は生じていない
2026_queen_s,R22,1,1,方向なし,中立,全14頭でbase×合成係数+加算=finalを数値列完備で出力。#更新後に再計算し全頭検算通過 as_of=良(確定) ／ 検算不一致なしで結果への寄与なし
2026_queen_s,R24,1,1,空振り,中立,妙味閾値到達の10(7.4)と12(6.4)を三連複相手・三連単3着の両券種で統一。10は地力最下位化後も除外せず as_of=良(確定) ／ 統一した妙味到達馬10(14着)・12(10着)はいずれも3着圏外
2026_queen_s,R25,1,1,的中,効いた,1年内重賞好走ありでベース70未満の4頭(5/13/14/10)に5走精査と根拠2走を付与。13はねじれ+4で73.5へ上昇し6位 as_of=良(確定) ／ ベース70未満の5走精査対象だった14ヴーレヴー(final 77.2)が3着。精査がなければ紐から落ちていた
2026_queen_s,R28,1,1,的中,効いた,中帯域指定の三連複+三連単Fを両方維持。券種構成・予算比56:44とも変更なし as_of=良(確定) ／ 中帯域指定の三連複を予算縮小で落とさず維持。的中したのはこの三連複のみ
2026_queen_s,R29,0,1,,中立,馬場確定=良につき重・不良でなく対象外 as_of=良(確定) ／ 馬場良で対象外
2026_queen_s,R30,0,1,,中立,天候晴・降水確率10%・降水量0mmで降水継続なし。確定馬場として扱える as_of=良(確定) ／ 降水なしで対象外
2026_queen_s,R31,1,1,的中,効いた,軸候補を最終点上位3頭で比較し7を選定。#更新後も7は1位を維持。軸抜けは三連単の頭9で拾える as_of=良(確定) ／ 軸候補を最終点上位3頭で比較して選んだ7が1着
2026_ibis_sd,R08,1,1,方向なし,中立,馬場は主シナリオ(良70%)どおりで読みは不変。展開2パターンを再構成せず買い目も据え置き as_of=良
2026_ibis_sd,R09,0,1,,中立,6ピューロマジック R=1.35→1.71となりR<1.5の発火条件を外れた。押さえ=△と3着紐の扱いは維持(頭固定の可否は買い目変更のため再評価範囲外) as_of=良
2026_ibis_sd,R11,1,1,空振り,中立,13テイエムスパーダ(final80.2)と17ビッグシーザー(final73.0)の格下げ根拠は前走11着以下の1事実由来。独立2根拠に満たないため連対から外すのみで3着紐に保全 as_of=良
2026_ibis_sd,R12,1,1,空振り,中立,三連単Fの頭に16と10を両置き。頭1点固定なし as_of=良
2026_ibis_sd,R15,1,1,方向なし,中立,印は◎○▲△x各1頭・☆2頭(13/12)。確定オッズで妙味到達は15(6.0)/7(5.0)/14(5.0)に移ったが☆入替は再評価範囲外のため据え置き as_of=良
2026_ibis_sd,R16,1,1,方向なし,中立,三連複6×5÷2=15点×100=1500円/三連単F頭16:7点+頭10:7点=14点×100=1400円/合計2900円<=3000円 as_of=良
2026_ibis_sd,R17,1,1,方向なし,中立,検証対象はorigin_race以後のみ。本レースを生成元ルールの検証サンプルに数えない as_of=良
2026_ibis_sd,R18,1,1,方向なし,中立,全発火行に馬名・数値入り根拠を記載 as_of=良
2026_ibis_sd,R19,1,1,方向なし,中立,脚質認定ファイルの千直判定式改訂案はセッション中に適用せず現行v1で運用。☆入替の要否も範囲外として保留 as_of=良
2026_ibis_sd,R20,1,1,的中,中立,前崩れ本線に対し◎16は外ラチ好位差し・○10は前走千直でハナ実績。純追込の3を上位に置いていない as_of=良
2026_ibis_sd,R22,1,1,方向なし,中立,全17頭で数値列完備。base×合成係数+加算層=finalを全頭で一致 as_of=良
2026_ibis_sd,R24,1,1,空振り,中立,券種間の紐リストは統一済み。確定オッズでの妙味順位変動は範囲外のため紐構成を変更していない as_of=良
2026_ibis_sd,R28,1,1,空振り,中立,中帯域指定の2券種(三連複軸1頭+三連単F)を維持。堅実穴=1500:1400=51.7:48.3で50:50に整合 as_of=良
2026_ibis_sd,R30,1,1,方向なし,中立,予測時は良70%稍重25%の確率宣言で運用し、発走前の実測(良・クッション9.8・含水率12.2/11.3)で確定。朝の値を確定馬場として先取りしていない as_of=良
2026_ibis_sd,R31,1,1,空振り,中立,軸16抜けで三連複は全滅するため(1)最終点上位3頭16/13/9を比較し16を軸に選定、(2)三連単の頭に10を併置し軸抜けの目を残置 as_of=良
2026_ibis_sd,R01,0,1,,中立,単一データ点による軸の変更なし as_of=良
2026_ibis_sd,R03,0,1,,中立,◎16の根拠は韋駄天S2着+8枠+前走3着帯の複数独立要素。単一不確実性への依存なし as_of=良
2026_ibis_sd,R04,0,1,,中立,ペーススコア12で中立域(4-6)に非該当。単騎逃げも不成立(逃げ認定2頭) as_of=良
2026_ibis_sd,R10,0,1,,中立,函館記念限定ルール。本レース対象外 as_of=良
2026_ibis_sd,R13,0,1,,中立,G1限定。本レースはG3のため非適用 as_of=良
2026_ibis_sd,R14,0,1,,中立,予想確定後の個別馬照会なし。印の変更は第8項の区分定義との不整合の是正のみ as_of=良
2026_ibis_sd,R21,0,1,,中立,R03が非発火のため連動せず as_of=良
2026_ibis_sd,R23,0,1,,中立,中帯域につき荒帯域限定の分散義務は非適用。R31で軸依存を別途担保 as_of=良
2026_ibis_sd,R25,0,1,,中立,base70未満で1年内に重賞4着以内またはOP・L勝ちを持つ馬なし as_of=良
2026_ibis_sd,R26,0,1,,中立,2歳戦ではない as_of=良
2026_ibis_sd,R29,0,1,,中立,良で確定。重・不良を本線としないため非適用 as_of=良
2026_cbc_sho,R01,0,,,中立,軸の変更なし。◎③レイピアは工程6確定から全更新を通じて不変 as_of=良(確定)
2026_cbc_sho,R03,1,1,的中,中立,◎③の根拠は重賞連続好走+中京芝1200実績+上がり33秒台前半常連の3系統で単一不確実性依存ではない。ただし57.5kgの構造フィルタにより頭固定は回避 as_of=良(確定)
2026_cbc_sho,R04,0,,,中立,ペーススコア13で中立域(4〜6)外。逃げ認定5頭のため単騎逃げ判定は不成立 as_of=良(確定)
2026_cbc_sho,R08,1,1,方向なし,中立,工程4でpace_flag_pre=前崩れをロック。#更新3回を通じてシナリオ変更0件 as_of=良(確定)
2026_cbc_sho,R09,1,1,方向なし,中立,全18頭のR値を算出。最小R=1.96(⑫インビンシブルパパ)でR<1.5は該当なし。⑫は1.5≦R<2.0帯でねじれ-2、頭固定は工程11で既に回避済み as_of=良(確定)
2026_cbc_sho,R10,0,,,中立,函館記念でないため対象外 as_of=良(確定)
2026_cbc_sho,R11,1,1,空振り,中立,R11は格下げ時に独立根拠2つを求める規定。△⑫は84.0→76.0(3位→8位)・○⑰は80.3→77.3(6位→7位)と最終点が低下したが、低下要因はねじれ補正と馬体重補正という独立2要素の機械適用であり要件を満たす。かつ印そのものは据え置き(格下げを実行していない)で、⑫⑰とも全4券種の買い目に在籍し3着紐は保全されている as_of=良(確定)
2026_cbc_sho,R12,1,1,空振り,中立,"三連単Fの1着列を{③レイピア(◎),⑰タマモイカロス(○)}の2頭に設定 as_of=良(確定)"
2026_cbc_sho,R13,0,,,中立,G3のためG1限定ルールは非適用。夏ローカルハンデG3への拡張はしない(⑱の再確認どおり) as_of=良(確定)
2026_cbc_sho,R14,0,,,中立,予想確定後の個別馬照会なし as_of=良(確定)
2026_cbc_sho,R15,1,1,方向なし,中立,◎○▲△✕各1頭+☆2頭(⑩⑥)の計7頭。#更新3回を通じて総数・構成とも不変 as_of=良(確定)
2026_cbc_sho,R16,1,1,方向なし,中立,7点+2点+10点+3点+8点=30点×100円=3000円=予算。堅実900:穴2100=30:70 as_of=良(確定)
2026_cbc_sho,R17,0,,,中立,振り返り工程用のため予想時は非発火 as_of=良(確定)
2026_cbc_sho,R18,1,1,方向なし,中立,全発火行に馬名・数値入りの具体的根拠を付与 as_of=良(確定)
2026_cbc_sho,R19,1,1,方向なし,中立,妙味閾値4・馬体重補正表・ねじれ補正表とも据え置き。妙味閾値到達馬が6頭に増えても閾値を緩めず as_of=良(確定)
2026_cbc_sho,R20,1,1,空振り,中立,前崩れ本線で▲⑦ディアナザール(逃げ)を置く独立根拠2つ=(1)中京7年の4角1-3番手41.2%とJRA公式「7回中6回は逃げ馬が3着内」(2)父ロードカナロアはコース馬券内28回で最多・496kg・4歳 as_of=良(確定)
2026_cbc_sho,R21,0,,,中立,R03で頭固定を弱めた対象は◎③だが、三連単Fの2着列に③を含め全通り確保済み。R03が頭固定回避を発火させた形ではないため非発火扱い as_of=良(確定)
2026_cbc_sho,R23,1,1,空振り,中立,◎③が3着内を外してもワイド5点(7-17/7-6/10-17/10-6/10-7)と三連単Fの頭⑰が生存。三連複も軸2頭③⑦と軸1頭③で分散 as_of=良(確定)
2026_cbc_sho,R24,1,1,空振り,中立,妙味閾値4以上は⑩8.4・⑧5.4・⑯5.2・⑪5.2・⑱5.2・④4.2・⑬4.0の7頭。このうち紐に採用したのは☆⑩のみで、三連複軸2頭・三連複軸1頭・ワイド穴・三連単F3着列の全4券種に在籍し不一致なし。残る6頭は不採用のため統一義務の対象外(不採用理由はR32行) as_of=良(確定)
2026_cbc_sho,R25,1,1,空振り,中立,ベース点確定前に全18頭の近5走をスキャン。base70未満に置いた⑫(1年内CBC賞G3勝ち)⑧(1年内シルクロードSG3勝ち)⑨(1年内春雷SL勝ち)は各2走の根拠を記録 as_of=良(確定)
2026_cbc_sho,R26,0,,,中立,2歳戦でない as_of=良(確定)
2026_cbc_sho,R28,1,1,空振り,中立,荒帯域指定の三連複軸1頭広め+ワイド穴+三連単Fを全て充足。予算3000の制約で三連複軸1頭の相手を6頭→5頭に按分圧縮し券種は落とさず。堅実穴=30:70を維持 as_of=良(確定)
2026_cbc_sho,R29,0,,,中立,想定馬場・確定馬場とも良のため非適用。稍重15%の副シナリオでは前残りパターンBへ寄せる設計 as_of=良(確定)
2026_cbc_sho,R30,1,1,方向なし,中立,発走帯12-18時の降水確率40%(降水量予想0mm)につき朝の値だけで馬場を確定させず、#更新でJRA公式の6:30クッション10.2・5:30含水率13.8%を反映。当日実馬場バイアスは未確認のためバイアス係数は標準×1.0で据え置き as_of=良(確定)
2026_cbc_sho,R31,1,1,空振り,中立,軸③が3着内を外した場合の生存券種=ワイド5点+三連単F頭⑰。軸選定理由=最終点91.2で2位に6.6差・中京芝1200の高松宮記念5着(4角7番手)がコース唯一の実績 as_of=良(確定)
2026_cbc_sho,R32,1,1,空振り,中立,紐8頭据え置き。欠落理由=⑨は三連複軸2頭側に確保し軸1頭流しは予算按分で相手5頭に圧縮／⑭⑤は軸2頭側のみ／⑰は三連単Fでは2着列に配置のため3着列から除外。妙味5超の⑧5.4・⑯5.2・⑪5.2・⑱5.2は全て14番人気以下で⑯実測1/44=2.3%帯のため不採用、⑬(8番人気・妙味4.0)は地力12位のため不採用 as_of=良(確定)
2026_cbc_sho,R33,0,,,中立,中京芝1200はコーナー2つで直線競走でない as_of=良(確定)
2026_cbc_sho,R34,1,1,方向なし,中立,base最上位③レイピア(base82)は最終点91.2で1位。合成係数・加算層による圏外落ちなし as_of=良(確定)
2026_cbc_sho,R35,1,1,的中,中立,☆⑩ナムラローズマリーはR4.08で優先条件を直接充足。☆⑥レッドエヴァンスはR2.26で優先条件を外れるため代替条件を適用=(1)非R妙味根拠を記録(父ロードカナロアは中京芝1200の馬券内28回でコース最多・前走東京1400を上がり32.7で快勝の左回り実績・地力3位82.2)(2)三連複軸2頭の相手/三連複軸1頭の相手/ワイド7-6/三連単F3着列と全4券種の3着紐に保全。両条件を満たすため遵守。ただし実3番人気で妙味が5.2→2.2に低下した事実は振り返りの検証材料として記録 as_of=良(確定)
